frame_idx,timestamp_sec,num_tracked_vehicles,accident_score,is_accident,involved_ids,collisions,tracks_summary
178,5.899,3,0,False,,,"ID:17(motorcycle,spd:1.2) | ID:18(car,spd:0.2) | ID:19(car,spd:0.6)"
179,5.933,3,0,False,,,"ID:17(motorcycle,spd:1.5) | ID:18(car,spd:0.1) | ID:19(car,spd:0.2)"
180,5.966,3,0,False,,,"ID:17(motorcycle,spd:1.2) | ID:18(car,spd:0.2) | ID:19(car,spd:0.6)"
181,5.999,3,0,False,,,"ID:17(motorcycle,spd:0.3) | ID:18(car,spd:0.1) | ID:19(car,spd:0.6)"
182,6.033,3,0,False,,,"ID:17(motorcycle,spd:0.8) | ID:18(car,spd:0.1) | ID:19(car,spd:0.7)"
183,6.066,3,0,False,,,"ID:17(motorcycle,spd:1.3) | ID:18(car,spd:0.3) | ID:19(car,spd:0.8)"
184,6.099,3,0,False,,,"ID:17(motorcycle,spd:0.2) | ID:18(car,spd:0.2) | ID:19(car,spd:0.3)"
185,6.133,3,0,False,,,"ID:17(motorcycle,spd:0.5) | ID:18(car,spd:0.1) | ID:19(car,spd:0.1)"
186,6.166,3,0,False,,,"ID:17(motorcycle,spd:2.1) | ID:18(car,spd:0.3) | ID:19(car,spd:0.1)"
187,6.199,3,0,False,,,"ID:17(motorcycle,spd:1.0) | ID:18(car,spd:0.2) | ID:19(car,spd:0.1)"
188,6.233,3,0,False,,,"ID:17(motorcycle,spd:0.2) | ID:18(car,spd:0.1) | ID:19(car,spd:0.1)"
189,6.266,3,0,False,,,"ID:17(motorcycle,spd:1.3) | ID:18(car,spd:1.0) | ID:19(car,spd:0.4)"
190,6.299,3,0,False,,,"ID:17(motorcycle,spd:0.6) | ID:18(car,spd:0.4) | ID:19(car,spd:0.1)"
191,6.333,3,0,False,,,"ID:17(motorcycle,spd:0.1) | ID:18(car,spd:0.2) | ID:19(car,spd:0.1)"
192,6.366,3,0,False,,,"ID:17(motorcycle,spd:13.2) | ID:18(car,spd:0.1) | ID:19(car,spd:0.1)"
193,6.399,3,0,False,,,"ID:17(motorcycle,spd:4.2) | ID:18(car,spd:0.2) | ID:19(car,spd:0.1)"
194,6.433,3,0,False,,,"ID:17(motorcycle,spd:1.2) | ID:18(car,spd:0.0) | ID:19(car,spd:0.1)"
195,6.466,3,0,False,,,"ID:17(motorcycle,spd:4.1) | ID:18(car,spd:2.3) | ID:19(car,spd:0.1)"
196,6.499,3,0,False,,,"ID:17(motorcycle,spd:2.5) | ID:18(car,spd:1.5) | ID:19(car,spd:0.1)"
197,6.533,3,0,False,,,"ID:17(motorcycle,spd:0.7) | ID:18(car,spd:0.5) | ID:19(car,spd:0.1)"
198,6.566,3,0,False,,,"ID:17(motorcycle,spd:0.6) | ID:18(car,spd:2.1) | ID:19(car,spd:0.6)"
199,6.599,3,0,False,,,"ID:17(motorcycle,spd:1.2) | ID:18(car,spd:0.6) | ID:19(car,spd:0.0)"
200,6.633,3,0,False,,,"ID:17(motorcycle,spd:0.9) | ID:18(car,spd:1.5) | ID:19(car,spd:0.3)"
201,6.666,3,0,False,,,"ID:17(motorcycle,spd:0.7) | ID:18(car,spd:0.6) | ID:19(car,spd:0.2)"
202,6.699,3,0,False,,,"ID:17(motorcycle,spd:0.0) | ID:18(car,spd:0.2) | ID:19(car,spd:0.1)"
203,6.733,3,0,False,,,"ID:17(motorcycle,spd:0.6) | ID:18(car,spd:0.3) | ID:19(car,spd:0.1)"
204,6.766,3,0,False,,,"ID:17(motorcycle,spd:1.8) | ID:18(car,spd:0.2) | ID:19(car,spd:0.0)"
205,6.799,3,0,False,,,"ID:17(motorcycle,spd:0.5) | ID:18(car,spd:0.1) | ID:19(car,spd:0.1)"
206,6.833,3,0,False,,,"ID:17(motorcycle,spd:1.6) | ID:18(car,spd:0.2) | ID:19(car,spd:0.0)"
207,6.866,3,0,False,,,"ID:17(motorcycle,spd:0.3) | ID:18(car,spd:0.3) | ID:19(car,spd:0.5)"
208,6.899,3,0,False,,,"ID:17(motorcycle,spd:0.1) | ID:18(car,spd:0.1) | ID:19(car,spd:0.3)"
209,6.933,3,0,False,,,"ID:17(motorcycle,spd:2.1) | ID:18(car,spd:0.2) | ID:19(car,spd:0.4)"
210,6.966,3,0,False,,,"ID:17(motorcycle,spd:0.1) | ID:18(car,spd:0.0) | ID:19(car,spd:0.1)"
211,6.999,3,0,False,,,"ID:17(motorcycle,spd:0.9) | ID:18(car,spd:0.4) | ID:19(car,spd:0.3)"
212,7.033,3,0,False,,,"ID:17(motorcycle,spd:0.1) | ID:18(car,spd:0.3) | ID:19(car,spd:0.3)"
213,7.066,3,0,False,,,"ID:17(motorcycle,spd:1.8) | ID:18(car,spd:0.0) | ID:19(car,spd:0.3)"
214,7.099,3,0,False,,,"ID:17(motorcycle,spd:8.1) | ID:18(car,spd:0.1) | ID:19(car,spd:0.2)"
215,7.133,3,0,False,,,"ID:17(motorcycle,spd:3.3) | ID:18(car,spd:0.0) | ID:19(car,spd:0.1)"
216,7.166,3,0,False,,,"ID:17(motorcycle,spd:3.1) | ID:18(car,spd:0.2) | ID:19(car,spd:0.0)"
217,7.199,3,0,False,,,"ID:17(motorcycle,spd:1.3) | ID:18(car,spd:0.0) | ID:19(car,spd:0.4)"
218,7.233,3,0,False,,,"ID:17(motorcycle,spd:1.2) | ID:18(car,spd:0.2) | ID:19(car,spd:0.2)"
219,7.266,3,0,False,,,"ID:17(motorcycle,spd:0.0) | ID:18(car,spd:2.8) | ID:19(car,spd:0.2)"
220,7.299,3,0,False,,,"ID:17(motorcycle,spd:2.8) | ID:18(car,spd:1.6) | ID:19(car,spd:0.3)"
221,7.333,3,0,False,,,"ID:17(motorcycle,spd:2.3) | ID:18(car,spd:0.7) | ID:19(car,spd:0.1)"
222,7.366,3,0,False,,,"ID:17(motorcycle,spd:1.1) | ID:18(car,spd:0.3) | ID:19(car,spd:0.3)"
223,7.399,3,0,False,,,"ID:17(motorcycle,spd:1.0) | ID:18(car,spd:0.2) | ID:19(car,spd:0.1)"
224,7.433,3,0,False,,,"ID:17(motorcycle,spd:0.4) | ID:18(car,spd:0.2) | ID:19(car,spd:0.1)"
225,7.466,3,0,False,,,"ID:17(motorcycle,spd:1.1) | ID:18(car,spd:0.6) | ID:19(car,spd:0.1)"
226,7.499,3,0,False,,,"ID:17(motorcycle,spd:1.5) | ID:18(car,spd:0.1) | ID:19(car,spd:0.0)"
227,7.533,3,0,False,,,"ID:17(motorcycle,spd:2.1) | ID:18(car,spd:0.1) | ID:19(car,spd:0.0)"
